id,estado_contacto,corridor,micro_zone,city,priority,score_operativo,name,sector,segmento_comercial,phone,phone_quality,telefono_principal_tel,tel_links,ask_for,need_probable,offer,hook,accion_sugerida,dato_pendiente,google_maps,source,source_url,evidencia,calidad_dato,origen_registro,resultado,fecha_visita,proximo_paso,notas_campo
PRESOL-034,Pendiente,Corralito / acceso secundario RN36,Tancacha / RP6 - satélite agroindustrial,Tancacha,B,60,RG Rodolfo Grosso,Agroindustria / maquinaria o insumos,Agro / acopio / planta,3571 521091,VER,tel:+543571521091,tel:+543571521091,dueño / operaciones,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.",Transporte de repuestos/equipos/silos/implementos + coordinación de retiro y descarga.,"Empresa agroindustrial local; validar movimientos de equipos, repuestos o implementos.","Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=RG+Rodolfo+Grosso+Tancacha+C%C3%B3rdoba+Argentina,Facebook público / resultado de búsqueda,https://www.facebook.com/rgrodolfogrosso?locale=es_LA,Resultado público indica ubicación Tancacha y WhatsApp 3571521091; verificar vigencia.,Media,Nuevo enriquecimiento 2026-09-02,,,,
PRESOL-035,Pendiente,Córdoba / RN36 norte,Alta Gracia,Alta Gracia,A,100,AG Viviendas Industrializadas,Módulos / viviendas industrializadas,Módulos / containers,3547 672399 / 3547 420854,OK,tel:+543547672399,tel:+543547672399 | tel:+543547420854,operaciones / entregas,"Entrega, descarga y posicionamiento de módulos/containers en obra o cliente final.","Entrega y descarga de módulos/containers con plataforma, malacate e hidrogrúa según maniobra.",Cada venta necesita logística: proponer proveedor regional.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.655000,-64.420000",Facebook AG Viviendas,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-036,Pendiente,Córdoba / RN36 norte,Alta Gracia / Ruta 5,Alta Gracia,A,100,Miguel Ángel Premoldeados,Premoldeados de hormigón,Hormigón / áridos / premoldeados,03547 430962 / 03547 15501860,OK,tel:+543547430962,tel:+543547430962 | tel:+5493547501860,despacho / producción,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Transporte de premoldeados/equipos; áridos sueltos solo sujeto a validar caja volcadora o tercerización.,Premoldeados con línea infraestructura y piezas especiales; buen encaje para plataforma e hidrogrúa.,"Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=Miguel+%C3%81ngel+Premoldeados+Alta+Gracia+C%C3%B3rdoba+Argentina,Web propia Miguel Ángel Premoldeados,https://miguelangelpremoldeados.com,"Sitio propio informa fabricación de premoldeados, infraestructura, piezas especiales, teléfonos y ruta 5 km 24.",Alta,Nuevo enriquecimiento 2026-09-02,,,,
PRESOL-037,Pendiente,Córdoba / RN36 norte,Alta Gracia,Alta Gracia,A,100,Precons S.R.L.,Premoldeados / tanques / construcción,Hormigón / áridos / premoldeados,3547 430993,OK,tel:+543547430993,tel:+543547430993,despacho / producción,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.","Despacho de estructuras, tanques, transformadores, piezas de ingeniería y equipos sobre plataforma 20 tn.",Parque en expansión; ofrecer servicio a clientes finales.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.662670,-64.414474",eldirectorio.co / preconssrl.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-038,Pendiente,Córdoba / RN36 norte,Córdoba capital,Córdoba capital,A,100,Pretencord S.R.L.,Pretensados y premoldeados de hormigón,Hormigón / áridos / premoldeados,+54 351 2422363 / +54 351 2454059,OK,tel:+543512422363,tel:+543512422363 | tel:+543512454059,despacho / logística,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Transporte de premoldeados/equipos; áridos sueltos solo sujeto a validar caja volcadora o tercerización.,Despacha a corralones de todo el país; PRESOL puede ofrecer refuerzo logístico regional.,"Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=Pretencord+S.R.L.+C%C3%B3rdoba+capital+C%C3%B3rdoba+Argentina,Web propia Pretencord,https://pretencord.com,"Sitio informa fabricación propia, despacho nacional, red de corralones, WhatsApp/teléfono.",Alta,Nuevo enriquecimiento 2026-09-02,,,,
PRESOL-039,Pendiente,Córdoba / RN36 norte,Contacto remoto / Jesús María,Córdoba capital zona sur,A,100,AG GROUP Industria,Módulos / construcción industrializada,Módulos / containers,3525 513210,OK,tel:+543525513210,tel:+543525513210,operaciones / entregas,"Entrega, descarga y posicionamiento de módulos/containers en obra o cliente final.","Entrega y descarga de módulos/containers con plataforma, malacate e hidrogrúa según maniobra.","Aunque está en Jesús María, vende en Córdoba; ofrecer logística provincial.",Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.000000,-64.090000",aggroupindustria.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-040,Pendiente,Córdoba / RN36 norte,Córdoba Sur-Oeste / canteras,Córdoba capital zona sur,A,100,Canteras Ruiz,Áridos / cantera,Hormigón / áridos / premoldeados,0351 5570618 / 0351 4524228 / 0351 155508346,OK,tel:+543515570618,tel:+543515570618 | tel:+543514524228 | tel:+5493515508346,planta / mantenimiento,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Movimiento de equipos de cantera/planta; transporte de material suelto sujeto a confirmar unidad o esquema operativo.,Servicio de áridos sólo si se confirma volcador/tercerización.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.475000,-64.235000",canterasruiz.com,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-041,Pendiente,Córdoba / RN36 norte,Córdoba Oeste / Av. Colón,Córdoba capital zona sur,A,100,Corralón Mis Ladrillos,Corralón mayorista,Hormigón / áridos / premoldeados,0351 3705858,OK,tel:+543513705858,tel:+543513705858,responsable de logística/compras,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Detectar el próximo movimiento pesado y convertirlo en cotización concreta.,Entrada rápida a mercado capitalino; ofrecer reparto pesado regional.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.396774,-64.251905",Vuelta Canela / directorio,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-042,Pendiente,Córdoba / RN36 norte,Córdoba Sur / RN36-Vélez Sarsfield,Córdoba capital zona sur,A,100,Hormi Block S.A.,Hormigón elaborado,Hormigón / áridos / premoldeados,0351 4939510 / 0351 4945800,OK,tel:+543514939510,tel:+543514939510 | tel:+543514945800,operaciones / planta,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.","Traslado de equipos de planta, bombas, premoldeados y apoyo a picos de obra.",Av. Vélez Sarsfield 5801; entrada directa por corredor.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.481687,-64.203118",InfoNegocios / Hormi Block,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-043,Pendiente,Córdoba / RN36 norte,Córdoba Norte / Monseñor Pablo Cabrera,Córdoba capital zona sur,A,100,Lucy’s House / Rental,Módulos habitacionales,Módulos / containers,0351 2077113,OK,tel:+543512077113,tel:+543512077113,operaciones / entregas,"Entrega, descarga y posicionamiento de módulos/containers en obra o cliente final.","Entrega y descarga de módulos/containers con plataforma, malacate e hidrogrúa según maniobra.",Muy buen encaje para planchada + malacate.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.368536,-64.205299",Instagram Lucy’s House,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-044,Pendiente,Córdoba / RN36 norte,Córdoba Norte-Oeste / Villa Belgrano,Córdoba capital zona sur,A,100,MegaContainers,Venta/alquiler de containers,Módulos / containers,0351 5179179,OK,tel:+543515179179,tel:+543515179179,operaciones / entregas,"Entrega, descarga y posicionamiento de módulos/containers en obra o cliente final.","Entrega y descarga de módulos/containers con plataforma, malacate e hidrogrúa según maniobra.",Proveedor natural: cada container vendido necesita logística.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.350332,-64.254449",megacontainers.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-045,Pendiente,Córdoba / RN36 norte,Despeñaderos / RN36,Despeñaderos,A,85,AS Premoldeados,Premoldeados de hormigón / galpones / techos,Hormigón / áridos / premoldeados,3547 675513,VER,tel:+543547675513,tel:+543547675513,despacho / colocación,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Transporte de premoldeados/equipos; áridos sueltos solo sujeto a validar caja volcadora o tercerización.,"Tapias, galpones, techos y premoldeados; posibilidad de transporte y descarga de piezas.","Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=AS+Premoldeados+Despe%C3%B1aderos+C%C3%B3rdoba+Argentina,Web propia AS + Facebook público,https://aspremoldeados.com.ar,"Sitio informa rubros y ubicación Despeñaderos; resultado público aporta teléfono, verificar vigencia.",Media,Nuevo enriquecimiento 2026-09-02,,,,
PRESOL-046,Pendiente,Córdoba / RN36 norte,Malagueño,Malagueño,A,100,Corblock,Premoldeados y pretensados de hormigón,Hormigón / áridos / premoldeados,0351 3568259,OK,tel:+543513568259,tel:+543513568259,despacho / logística,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Transporte de premoldeados/equipos; áridos sueltos solo sujeto a validar caja volcadora o tercerización.,"Planta en Malagueño, premoldeados/pretensados; oportunidad para cargas regionales y reparto pesado.","Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=Corblock+Malague%C3%B1o+C%C3%B3rdoba+Argentina,Web propia Corblock,https://www.corblock.com/productos/cordones-premoldeados,"Sitio informa Av. Italia s/n Malagueño, WhatsApp/teléfono y productos premoldeados.",Alta,Nuevo enriquecimiento 2026-09-02,,,,
PRESOL-047,Pendiente,Córdoba / RN36 norte,Malagueño,Malagueño,A,75,Grupo Calidra / Cal Malagueño,Cal / minería / áridos,Hormigón / áridos / premoldeados,A relevar,A relevar,,,planta / mantenimiento,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Movimiento de equipos de cantera/planta; transporte de material suelto sujeto a confirmar unidad o esquema operativo.,Prospecto grande; entrar por mantenimiento/proveedores.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.467000,-64.358000",calidra.com.ar / investigación web,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,
PRESOL-048,Pendiente,Córdoba / RN36 norte,Alta Gracia,Alta Gracia,B,75,Grupo Buglione,Autopartes / remanufactura,Industria / mantenimiento,0351 6512408 / 0351 3271171 / 03547 432121,OK,tel:+543516512408,tel:+543516512408 | tel:+543513271171 | tel:+543547432121,mantenimiento / compras,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Traslados especiales de mantenimiento, repuestos pesados, mudanzas internas y cargas con seguro/GPS.",Parque N°53; entrar por logística/compras.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.660000,-64.430000",Facebook Grupo Buglione,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-049,Pendiente,Córdoba / RN36 norte,Alta Gracia,Alta Gracia,B,50,Habitaciones Calificadas,Módulos habitacionales,Módulos / containers,A relevar,A relevar,,,operaciones / entregas,"Entrega, descarga y posicionamiento de módulos/containers en obra o cliente final.","Entrega y descarga de módulos/containers con plataforma, malacate e hidrogrúa según maniobra.",Teléfono no confiable en web; relevar en visita/parque.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.650000,-64.421000",Informe de mercado / parque Alta Gracia,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,
PRESOL-050,Pendiente,Córdoba / RN36 norte,Alta Gracia,Alta Gracia,B,75,Mattsay Steel Frame,Casas modulares / steel frame,Industria / mantenimiento,3547 477530,OK,tel:+543547477530,tel:+543547477530,operaciones / entregas,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Entrega y descarga de módulos/containers con plataforma, malacate e hidrogrúa según maniobra.",Instalación en lote; preguntar si tercerizan traslados.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.653000,-64.428000",mattsay.com,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-051,Pendiente,Córdoba / RN36 norte,Alta Gracia,Alta Gracia,B,50,R5 Premoldeados,Premoldeados / muros / cerramientos,Hormigón / áridos / premoldeados,A relevar,A relevar,,,despacho / colocación,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Transporte de premoldeados/equipos; áridos sueltos solo sujeto a validar caja volcadora o tercerización.,Fábrica de premoldeados en Alta Gracia; validar si terceriza transporte/descarga.,"Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=R5+Premoldeados+Alta+Gracia+C%C3%B3rdoba+Argentina,Instagram público / resultado de búsqueda,https://www.instagram.com/r5.premoldeados,"Resultado público indica fábrica de premoldeados en Alta Gracia, muros, cerramientos y estructuras.",Media,Nuevo enriquecimiento 2026-09-02,,,,
PRESOL-052,Pendiente,Córdoba / RN36 norte,Sierras / RN36-Ruta 5,Córdoba / Sierras,B,50,"El Alto Áridos, Hormigón y Desarrollos",Áridos / hormigón / desarrollos,Hormigón / áridos / premoldeados,A relevar,A relevar,,,planta / mantenimiento,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Transporte de premoldeados/equipos; áridos sueltos solo sujeto a validar caja volcadora o tercerización.,Proveedor de áridos y hormigón en sierras; validar si requiere traslados de equipos o apoyo en obras.,"Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=El+Alto+%C3%81ridos%2C+Hormig%C3%B3n+y+Desarrollos+C%C3%B3rdoba+%2F+Sierras+C%C3%B3rdoba+Argentina,Web pública / resultado de búsqueda,https://www.elalto.ar,"Resultado público lo describe como proveedor de áridos lavados, hormigón elaborado y desarrollos integrales.",Media,Nuevo enriquecimiento 2026-09-02,,,,
PRESOL-053,Pendiente,Córdoba / RN36 norte,Córdoba capital,Córdoba capital,B,75,Boetto y Buttigliengo S.A.,Constructora,Obra / constructora,0351 4653272,OK,tel:+543514653272,tel:+543514653272,jefe de obra / logística,"Traslado de maquinaria, módulos de obrador, estructuras, equipos y cargas pesadas entre frentes.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Prospecto grande; mejor por obra/encargado que por administración.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.449963,-64.252114",BNamericas / bbcsa.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-054,Pendiente,Córdoba / RN36 norte,Córdoba capital,Córdoba capital,B,75,CABIAL Empresa Constructora,Constructora,Obra / constructora,0351 4822855 / 0351 4658599,OK,tel:+543514822855,tel:+543514822855 | tel:+543514658599,jefe de obra / logística,"Traslado de maquinaria, módulos de obrador, estructuras, equipos y cargas pesadas entre frentes.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.","Cotizar traslado concreto, no presentación genérica.",Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.438000,-64.205000",arempresas.com,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-055,Pendiente,Córdoba / RN36 norte,Córdoba capital,Córdoba capital,B,60,IngaV Constructora,Constructora,Obra / constructora,0351 5890684 / 0351 5579222 (verificar),VER,tel:+543515890684,tel:+543515890684 | tel:+543515579222,jefe de obra / logística,"Traslado de maquinaria, módulos de obrador, estructuras, equipos y cargas pesadas entre frentes.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Contacto directo WhatsApp; pedir próximo traslado.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.413163,-64.170080",ingavconstructora.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,
PRESOL-056,Pendiente,Córdoba / RN36 norte,Córdoba capital zona sur,Córdoba capital zona sur,B,60,Bendito Corralón Mayorista,Corralón mayorista,Hormigón / áridos / premoldeados,0351 8741592 (a confirmar),VER,tel:+543518741592,tel:+543518741592,responsable de logística/compras,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Detectar el próximo movimiento pesado y convertirlo en cotización concreta.,"Validar teléfono; si no, visita directa por local.",Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.463000,-64.202000",Instagram / búsqueda web,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,
PRESOL-057,Pendiente,Córdoba / RN36 norte,Córdoba capital zona sur,Córdoba capital zona sur,B,50,Canteras Terra,Áridos / cantera,Hormigón / áridos / premoldeados,A relevar,A relevar,,,planta / mantenimiento,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Movimiento de equipos de cantera/planta; transporte de material suelto sujeto a confirmar unidad o esquema operativo.,Teléfono web no confiable; relevar en terreno.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.462000,-64.360000",Directorio de canteras / investigación web,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,
PRESOL-058,Pendiente,Córdoba / RN36 norte,Córdoba Sur / Camino San Antonio,Córdoba capital zona sur,B,75,Porta Hnos.,Industrial / alcohol / alimentos,Industria / mantenimiento,0351 4938400,OK,tel:+543514938400,tel:+543514938400,mantenimiento / compras,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Traslados especiales de mantenimiento, repuestos pesados, mudanzas internas y cargas con seguro/GPS.","Camino San Antonio km 4,5: visitar si entra en ruta Córdoba sur.",Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.490145,-64.189401",portahnos.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-059,Pendiente,Córdoba / RN36 norte,Despeñaderos,Despeñaderos,B,75,Metal-Ferr,Metalúrgica agro/industria,Agro / acopio / planta,3547 525300 / 3547 492716,OK,tel:+543547525300,tel:+543547525300 | tel:+543547492716,responsable de acopio / mantenimiento,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Empresa local 25+ años; pedir producción/despacho.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.817000,-64.294000",metal-ferr.com/contacto,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-060,Pendiente,Córdoba / RN36 norte,Despeñaderos,Despeñaderos,B,50,Parque Industrial Despeñaderos N°64,Radicaciones industriales,Puerta institucional,A relevar vía municipio,A relevar,,,despacho / producción,"Acceso a padrón de empresas radicadas, obras de infraestructura y derivaciones a responsables.","Despacho de estructuras, tanques, transformadores, piezas de ingeniería y equipos sobre plataforma 20 tn.",Pedir listado de empresas radicadas al municipio/parque.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.812000,-64.289000",cba.gov.ar / despenaderos.gob.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,
PRESOL-061,Pendiente,Córdoba / RN36 norte,Ferreyra / Santa Isabel,Ferreyra / Santa Isabel,B,75,Iveco / CNH Ferreyra,Automotriz / camiones,Industria / mantenimiento,011 20341400 (central),OK,tel:+541120341400,tel:+541120341400,despacho / producción,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Despacho de estructuras, tanques, transformadores, piezas de ingeniería y equipos sobre plataforma 20 tn.",No entrar como pyme fría: buscar contratistas de montaje/mantenimiento.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.455000,-64.130000",Iveco / CEDAC,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-062,Pendiente,Córdoba / RN36 norte,Ferreyra / Santa Isabel,Ferreyra / Santa Isabel,B,75,Renault Planta Santa Isabel,Automotriz,Industria / mantenimiento,0351 4268268,OK,tel:+543514268268,tel:+543514268268,responsable de logística/compras,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.",Detectar el próximo movimiento pesado y convertirlo en cotización concreta.,"Prospecto largo; entrar por proveedores, no por compra directa.",Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.455000,-64.160000",renaultgroup.com Córdoba Plant,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-063,Pendiente,Córdoba / RN36 norte,Malagueño,Malagueño,B,75,Corralón Bergese Hnos.,Corralón / materiales,Hormigón / áridos / premoldeados,0351 6870914 / 0351 2013895,OK,tel:+543516870914,tel:+543516870914 | tel:+543512013895,responsable de logística/compras,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.",Detectar el próximo movimiento pesado y convertirlo en cotización concreta.,Ofrecer refuerzo logístico para envíos fuera de zona.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-31.441753,-64.439418",ObraMaestra / corralonbergesehnos.com,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-064,Pendiente,Río Cuarto / RN36 sur,Alcira Gigena,Alcira Gigena,A,100,Cotagro — Alcira Gigena,Cooperativa agroindustrial / maní / acopio,Agro / acopio / planta,358 4393127 / 358 4125695 / 0358 4933333,OK,tel:+543584393127,tel:+543584393127 | tel:+543584125695 | tel:+543584933333,operaciones / entregas,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Entrega y descarga de módulos/containers con plataforma, malacate e hidrogrúa según maniobra.",Cotagro concentra 4 puntos del corredor; pedir compras/logística.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.755782,-64.339199",Facebook Cotagro / cotagroweb.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-065,Pendiente,Río Cuarto / RN36 sur,Elena,Elena,A,100,CAGLE — Cooperativa Agrícola de Elena,Acopio / agro / estación de servicios,Agro / acopio / planta,3584 881118,OK,tel:+543584881118,tel:+543584881118,operaciones / entregas,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Entrega y descarga de módulos/containers con plataforma, malacate e hidrogrúa según maniobra.",Obras recientes + nueva planta futura: transporte de equipos.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.569649,-64.392432",cagle.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-066,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,AFEMA S.A.,Constructora vial,Obra / constructora,0351 7371862,OK,tel:+543517371862,tel:+543517371862,jefe de obra / logística,"Traslado de maquinaria, módulos de obrador, estructuras, equipos y cargas pesadas entre frentes.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Obras viales activas; pedir jefe de obra/logística.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.105000,-64.335000",Facebook AFEMA,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-067,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,75,BIDESA Obras Viales y Civiles,Obra vial / UTE,Obra / constructora,A relevar en obrador,A relevar,,,jefe de obra / logística,"Traslado de maquinaria, módulos de obrador, estructuras, equipos y cargas pesadas entre frentes.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.","Si está en obra, entrar por obrador; teléfono no público.",Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.108000,-64.327000",Construar / Boletín Oficial,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,
PRESOL-068,Pendiente,Río Cuarto / RN36 sur,Río Cuarto,Río Cuarto,A,100,Canteras Bringas,Áridos / hormigón / obra pública,Hormigón / áridos / premoldeados,0358 154906010,OK,tel:+5493584906010,tel:+5493584906010,jefe de obra / logística,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Pegada a Circunvalación: muy caliente para obra vial.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-33.145000,-64.425000",gurugo.com.ar / canterasbringas.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
